EwbNo,DocNo,VehicleNo,Distance
526276946066,INV-1770,TS09AB1970,823
328365009170,INV-1772,TS09AB7127,180
347725538185,INV-1773,TS09AB6441,946
621945950901,INV-1774,TS09AB1867,385
181138306890,INV-1776,TS09AB7056,826
342404627888,INV-1781,TS09AB9271,106
173468673610,INV-1783,TS09AB2845,945
498169728579,INV-1784,TS09AB1882,329
980823703154,INV-1785,TS09AB2014,146
196466737757,INV-1786,TS09AB6029,448
581335806934,INV-1787,TS09AB9868,550
912434603915,INV-1788,TS09AB2762,773
450310859069,INV-1789,TS09AB4699,209
876040878871,INV-1790,TS09AB6171,920
793915340047,INV-1792,TS09AB6258,688
103425773012,INV-1793,TS09AB5445,157
808297774673,INV-1794,TS09AB6608,960
112510766908,INV-1796,TS09AB4424,972
143522522669,INV-1797,TS09AB9621,710
115813113216,INV-1798,TS09AB3529,987
528365301668,INV-1799,TS09AB1009,264
188838588891,INV-1800,TS09AB4428,188
547135825220,INV-1802,TS09AB3523,665
526785666531,INV-1804,TS09AB6128,999
849913866552,INV-1806,TS09AB6018,41
195638126059,INV-1807,TS09AB1606,814
674100867858,INV-1810,TS09AB2806,540
887214792055,INV-1812,TS09AB5094,187
833800031888,INV-1813,TS09AB7799,146
533753164721,INV-1814,TS09AB1313,998
628216746112,INV-1815,TS09AB5707,598
515352098485,INV-1816,TS09AB7213,92
243356470697,INV-1817,TS09AB9217,175
929281881387,INV-1818,TS09AB5196,430
906386999636,INV-1819,TS09AB7510,420
615352006418,INV-1820,TS09AB4288,951
428901288352,INV-1821,TS09AB9413,398
696519479790,INV-1822,TS09AB3796,379
571704452792,INV-1823,TS09AB6513,436
590950957464,INV-1825,TS09AB2065,434
553998684182,INV-1826,TS09AB8289,390
522995583680,INV-1828,TS09AB1272,526
288289953462,INV-1829,TS09AB4285,268
161549293417,INV-1830,TS09AB8982,129
557756963750,INV-1831,TS09AB7558,173
974103127051,INV-1832,TS09AB5628,461
137364873960,INV-1833,TS09AB1677,924
118720264602,INV-1834,TS09AB6167,882
590247451358,INV-1835,TS09AB3021,881
620137884682,INV-1836,TS09AB5336,934
521871128098,INV-1837,TS09AB5608,731
939901733326,INV-1838,TS09AB3983,160
116493155872,INV-1839,TS09AB2389,85
388907776912,INV-1840,TS09AB7363,480
604722331390,INV-1845,TS09AB4303,299
946681207605,INV-1846,TS09AB1102,70
782534831159,INV-1847,TS09AB2596,859
266083085252,INV-1848,TS09AB8467,567
517087423800,INV-1849,TS09AB3329,425
388405533028,INV-1850,TS09AB4882,461
396165822590,INV-1851,TS09AB9744,123
813227309685,INV-1852,TS09AB5980,684
184554114847,INV-1853,TS09AB7276,635
699927480407,INV-1854,TS09AB3020,194
698910153449,INV-1855,TS09AB1401,232
123089174260,INV-1856,TS09AB5701,226
241000628338,INV-1857,TS09AB3049,143
201172267116,INV-1858,TS09AB8297,215
670007068277,INV-1859,TS09AB9949,482
861408999939,INV-1860,TS09AB4525,817
964292089066,INV-1862,TS09AB6694,221
385882030199,INV-1863,TS09AB8550,267
796298776195,INV-1864,TS09AB5949,275
317211718406,INV-1865,TS09AB2864,303
278780027449,INV-1866,TS09AB8969,773
104904876972,INV-1867,TS09AB7274,318
915971961669,INV-1868,TS09AB8011,170
663728594669,INV-1870,TS09AB2044,177
905507925801,INV-1871,TS09AB8934,654
929324606498,INV-1872,TS09AB4256,232
610567894359,INV-1874,TS09AB5161,777
570587180647,INV-1875,TS09AB8893,540
370720827691,INV-1876,TS09AB6335,355
740088565047,INV-1877,TS09AB8167,83
267830527536,INV-1878,TS09AB5803,807
581963209082,INV-1879,TS09AB5725,871
113588729282,INV-1881,TS09AB5647,918
972809833341,INV-1882,TS09AB3840,877
932387551159,INV-1883,TS09AB1353,791
691711603486,INV-1884,TS09AB1555,205
365009023911,INV-1885,TS09AB2059,655
922248361958,INV-1887,TS09AB3320,75
399543149168,INV-1888,TS09AB9912,920
455469761016,INV-1890,TS09AB1452,790
218511183777,INV-1891,TS09AB5217,791
822805543031,INV-1892,TS09AB2365,284
414683163039,INV-1893,TS09AB5365,367
794206409083,INV-1894,TS09AB6424,528
417281347761,INV-1895,TS09AB4389,418
912541949399,INV-1897,TS09AB2760,965
898017918084,INV-1898,TS09AB3220,934
912753220174,INV-1899,TS09AB4082,622
324692105344,INV-1900,TS09AB1136,871
271650269398,INV-1901,TS09AB8454,255
170436063559,INV-1903,TS09AB4132,792
369371586879,INV-1904,TS09AB3390,512
302044830592,INV-1905,TS09AB7841,70
868883329072,INV-1906,TS09AB7865,721
558867322045,INV-1907,TS09AB2838,284
403486547559,INV-1908,TS09AB7754,313
879341848889,INV-1909,TS09AB7722,545
428992723487,INV-1911,TS09AB1776,453
432040048090,INV-1912,TS09AB7748,318
706920050816,INV-1914,TS09AB4254,476
303646040565,INV-1915,TS09AB9382,736
951586247114,INV-1916,TS09AB4125,126
161923648928,INV-1917,TS09AB7073,910
377147189498,INV-1918,TS09AB9545,626
421114910741,INV-1919,TS09AB1607,510
440091823838,INV-1920,TS09AB1667,752
735298262275,INV-1922,TS09AB4871,55
422503646464,INV-1923,TS09AB4500,540
438529542568,INV-1924,TS09AB7596,979
296893444390,INV-1926,TS09AB1575,174
419300499534,INV-1927,TS09AB1751,69
918372253477,INV-1928,TS09AB9976,214
583625488070,INV-1929,TS09AB3731,816
713248023437,INV-1930,TS09AB1073,104
321649682983,INV-1931,TS09AB4918,520
425945440619,INV-1932,TS09AB3018,465
497563376332,INV-1933,TS09AB4535,805
541266925031,INV-1934,TS09AB2703,248
792598569213,INV-1935,TS09AB5010,602
441959640069,INV-1936,TS09AB4091,809
180349147822,INV-1937,TS09AB9916,177
903708433478,INV-1938,TS09AB4580,360
563555696828,INV-1939,TS09AB8535,877
751880224939,INV-1940,TS09AB4035,366
705982903889,INV-1941,TS09AB1464,847
595276463498,INV-1942,TS09AB7632,215
854068671948,INV-1943,TS09AB4303,242
506600588772,INV-1944,TS09AB3874,886
299236815909,INV-1945,TS09AB2279,346
642882593893,INV-1946,TS09AB9438,774
937023912034,INV-1947,TS09AB6226,407
457828342668,INV-1948,TS09AB5261,603
432525908972,INV-1949,TS09AB9364,344
375225790727,INV-1950,TS09AB7213,876
718697804326,INV-1952,TS09AB3559,364
575771967546,INV-1953,TS09AB7231,224
344661466552,INV-1954,TS09AB6202,975
641811758043,INV-1955,TS09AB9657,223
114688936015,INV-1957,TS09AB1086,468
860449536615,INV-1958,TS09AB8640,735
489793740729,INV-1959,TS09AB6660,335
785321767141,INV-1960,TS09AB3459,265
386266582511,INV-1961,TS09AB2288,737
406852341671,INV-1963,TS09AB1755,69
595549935170,INV-1964,TS09AB2609,883
747607165974,INV-1965,TS09AB7544,422
279098520355,INV-1966,TS09AB2373,240
764097437464,INV-1967,TS09AB9235,65
714799513519,INV-1968,TS09AB9738,395
220935643142,INV-1969,TS09AB2690,500
124158079233,INV-1970,TS09AB1178,453
780881951166,INV-1971,TS09AB2755,581
319787712629,INV-1973,TS09AB6768,254
943604401334,INV-1974,TS09AB5062,714
343257148405,INV-1975,TS09AB3954,748
104374991709,INV-1976,TS09AB1086,899
353620265986,INV-1977,TS09AB9442,42
408346832829,INV-1978,TS09AB3810,772
590237909486,INV-1979,TS09AB6605,420
438590166981,INV-1981,TS09AB6324,489
550254885003,INV-1982,TS09AB4735,426
355207270610,INV-1983,TS09AB7716,111
745735566016,INV-1984,TS09AB4586,155
705282076236,INV-1985,TS09AB1469,501
226120566761,INV-1986,TS09AB5586,646
166185909937,INV-1989,TS09AB3191,614
102048922710,INV-1990,TS09AB8360,22
203004280936,INV-1991,TS09AB4488,94
491774418451,INV-1992,TS09AB3903,465
355254170445,INV-1993,TS09AB3070,409
700188897491,INV-1994,TS09AB9140,660
155211639195,INV-1995,TS09AB8849,796
607575456998,INV-1996,TS09AB2313,219
310581637458,INV-1997,TS09AB7379,437
291499743107,INV-1998,TS09AB1535,729
114959363031,INV-1999,TS09AB4954,382
146486150983,INV-2000,TS09AB9926,262
720529499625,INV-2001,TS09AB3266,415
241024575498,INV-2002,TS09AB9069,276
254418766177,INV-2003,TS09AB8313,652
257214056728,INV-2004,TS09AB6396,608
825451856973,INV-2005,TS09AB9330,687
976015299278,INV-2006,TS09AB3982,645
939115842331,INV-2007,TS09AB1743,164
501542280047,INV-2008,TS09AB7920,846
487583371124,INV-2009,TS09AB9899,291
694761221647,INV-2010,TS09AB3737,928
200390024390,INV-2011,TS09AB9227,66
677496589991,INV-2012,TS09AB9987,721
172772720007,INV-2013,TS09AB6235,935
458983619435,INV-2014,TS09AB2364,311
382315828185,INV-2015,TS09AB5959,551
873633638193,INV-2016,TS09AB9438,733
547872035044,INV-2017,TS09AB9758,151
526680624466,INV-2018,TS09AB6400,589
178397045104,INV-2019,TS09AB3808,632
607749072712,INV-2020,TS09AB9479,857
688570222368,INV-2021,TS09AB2988,729
766146156332,INV-2022,TS09AB5691,426
262845741467,INV-2023,TS09AB5934,823
755032877629,INV-2024,TS09AB9422,434
619031102728,INV-2025,TS09AB7957,674
570484062939,INV-2028,TS09AB4145,235
298987654152,INV-2029,TS09AB7801,431
590487349881,INV-2030,TS09AB8790,578
526363138579,INV-2032,TS09AB2759,569
275357700266,INV-2033,TS09AB3793,672
928005356889,INV-2034,TS09AB3064,481
812601813927,INV-2035,TS09AB3960,76
873719069347,INV-2037,TS09AB3595,168
325448837222,INV-2039,TS09AB3442,789
192574890293,INV-2040,TS09AB2294,222
119842630950,INV-2041,TS09AB8202,414
707104010506,INV-2042,TS09AB3211,156
245534966780,INV-2043,TS09AB5599,68
973392425195,INV-2044,TS09AB3485,939
889611612686,INV-2045,TS09AB4822,951
882304682477,INV-2046,TS09AB4673,50
599764960875,INV-2047,TS09AB2571,543
708772065840,INV-2048,TS09AB8167,324
410809849636,INV-2049,TS09AB8871,835
839082013293,INV-2050,TS09AB4576,143
432238703690,INV-2051,TS09AB1550,298
188413832304,INV-2052,TS09AB7885,350
383108983379,INV-2053,TS09AB2952,792
933390470769,INV-2054,TS09AB7850,475
344699077505,INV-2055,TS09AB5384,642
912611977515,INV-2056,TS09AB8723,636
808418154716,INV-2057,TS09AB7911,282
174412230706,INV-2058,TS09AB7015,518
149469403274,INV-2059,TS09AB3633,150
530937014906,INV-2060,TS09AB4674,904
611089207586,INV-2061,TS09AB5177,952
307062941922,INV-2062,TS09AB9607,980
683620975904,INV-2063,TS09AB6970,150
662807501073,INV-2064,TS09AB5324,178
598796953648,INV-2065,TS09AB1905,705
186107102865,INV-2066,TS09AB8614,943
280238135626,INV-2068,TS09AB2688,667
937923326568,INV-2069,TS09AB8218,38
133327362205,INV-2070,TS09AB2706,521
129188192743,INV-2071,TS09AB9419,540
570749247587,INV-2072,TS09AB5817,217
549912914493,INV-2073,TS09AB4528,393
869093846292,INV-2074,TS09AB3823,763
364509616197,INV-2075,TS09AB9051,867
183489384071,INV-2076,TS09AB3608,467
649091846094,INV-2078,TS09AB9511,169
797679303365,INV-2079,TS09AB7714,284
913152923474,INV-2080,TS09AB9606,962
255507019671,INV-2081,TS09AB4503,549
896281974412,INV-2082,TS09AB3728,418
955437256875,INV-2083,TS09AB4475,362
714718856144,INV-2085,TS09AB7955,72
203270768289,INV-2086,TS09AB7752,967
267929391242,INV-2087,TS09AB7918,14
660857861847,INV-2088,TS09AB1996,132
604848645182,INV-2089,TS09AB1678,379
169441490484,INV-2090,TS09AB4389,695
889157319452,INV-2091,TS09AB7150,102
912472556050,INV-2092,TS09AB6774,98
365414452534,INV-2094,TS09AB6730,749
854927384260,INV-2095,TS09AB6192,748
407129109232,INV-2098,TS09AB3480,955
823858696393,INV-2099,TS09AB4567,641
262769388230,INV-2100,TS09AB9532,303
219689946812,INV-2101,TS09AB5338,629
486340016919,INV-2102,TS09AB5684,366
759837323204,INV-2103,TS09AB1995,587
246752953441,INV-2104,TS09AB3958,867
949143594372,INV-2105,TS09AB2822,572
385302893606,INV-2106,TS09AB5965,188
236975506376,INV-2107,TS09AB3386,38
115897751278,INV-2108,TS09AB7450,154
423461993679,INV-2109,TS09AB1598,249
199204952517,INV-2110,TS09AB9563,114
723734931436,INV-2111,TS09AB2178,688
467028313443,INV-2112,TS09AB5383,946
981584831081,INV-2113,TS09AB9011,144
789113544890,INV-2114,TS09AB6648,88
794169113819,INV-2115,TS09AB7330,516
902114864239,INV-2116,TS09AB7324,199
308606636925,INV-2117,TS09AB8392,458
139599464321,INV-2118,TS09AB9459,488
137135675069,INV-2119,TS09AB6073,410
265913325384,INV-2120,TS09AB2993,802
731561422148,INV-2121,TS09AB7389,266
173742338606,INV-2122,TS09AB4186,748
453356813585,INV-2123,TS09AB7601,135
561328962576,INV-2124,TS09AB3396,656
876124433236,INV-2126,TS09AB7232,434
646505852219,INV-2127,TS09AB7984,398
845176926259,INV-2128,TS09AB7051,107
924514011658,INV-2129,TS09AB5093,533
618176055092,INV-2130,TS09AB9684,241
236193398942,INV-2131,TS09AB4162,436
477218311918,INV-2132,TS09AB2921,484
989096212836,INV-2133,TS09AB3801,762
719581270368,INV-2134,TS09AB7175,961
577724623392,INV-2135,TS09AB9564,787
440078665551,INV-2136,TS09AB1115,634
443497449268,INV-2137,TS09AB5681,28
234113544760,INV-2138,TS09AB3874,973
346598591180,INV-2140,TS09AB6315,523
620556949278,INV-2141,TS09AB8673,683
342752079386,INV-2142,TS09AB2945,312
697327599981,INV-2143,TS09AB7445,437
481393579608,INV-2144,TS09AB8634,923
119075007230,INV-2145,TS09AB2686,883
684290344852,INV-2147,TS09AB6237,734
453419231986,INV-2150,TS09AB2963,595
286606719233,INV-2151,TS09AB5944,143
698534773261,INV-2152,TS09AB3772,674
141750068289,INV-2153,TS09AB5975,514
938618103778,INV-2154,TS09AB5808,702
266202008591,INV-2156,TS09AB6792,573
919154061096,INV-2158,TS09AB7220,971
156771993608,INV-2159,TS09AB4876,755
147977647704,INV-2160,TS09AB1658,850
882285435533,INV-2161,TS09AB8048,981
394745582353,INV-2162,TS09AB9483,122
327217495956,INV-2163,TS09AB2621,162
233476910599,INV-2165,TS09AB8333,108
516466702178,INV-2166,TS09AB3457,695
505990506188,INV-2167,TS09AB6471,667
328686639655,INV-2168,TS09AB6335,27
901653364271,INV-2169,TS09AB8715,819
358072977938,INV-2170,TS09AB6064,986
460003484696,INV-2171,TS09AB7008,103
762143911654,INV-2172,TS09AB9197,704
361707215181,INV-2173,TS09AB4037,265
695749286795,INV-2175,TS09AB6827,308
137321065198,INV-2176,TS09AB8411,487
939813443679,INV-2177,TS09AB4566,448
439067636567,INV-2178,TS09AB5862,843
787578262675,INV-2179,TS09AB6500,420
640619968461,INV-2180,TS09AB4909,894
800886338930,INV-2182,TS09AB1542,865
216763401304,INV-2183,TS09AB9273,435
949609704707,INV-2184,TS09AB1832,281
241543483958,INV-2185,TS09AB4948,869
169958771480,INV-2187,TS09AB9169,969
926610550844,INV-2188,TS09AB3836,676
611113348405,INV-2189,TS09AB7859,922
415810089106,INV-2190,TS09AB4792,735
653653115345,INV-2191,TS09AB4106,72
816139635437,INV-2192,TS09AB7020,280
949197522429,INV-2193,TS09AB2618,550
325896783609,INV-2195,TS09AB5257,859
306664083449,INV-2196,TS09AB6854,878
508170823037,INV-2197,TS09AB7308,574
361210641878,INV-2198,TS09AB7913,679
655629521830,INV-2199,TS09AB1776,102
250130975240,INV-2200,TS09AB9245,441
116521443809,INV-2201,TS09AB4018,833
941577179308,INV-2202,TS09AB6078,187
351197468745,INV-2203,TS09AB6260,352
760041311537,INV-2204,TS09AB5847,296
693094083773,INV-2205,TS09AB8170,16
802776131171,INV-2206,TS09AB4494,873
128010589102,INV-2207,TS09AB4685,982
407982400596,INV-2208,TS09AB4584,461
935207840642,INV-2210,TS09AB4391,887
646552129532,INV-2211,TS09AB1148,932
942015929269,INV-2213,TS09AB8768,612
291212823944,INV-2214,TS09AB1694,569
396218116812,INV-2215,TS09AB1508,803
536293968593,INV-2216,TS09AB8149,536
578853301348,INV-2217,TS09AB9705,564
903536807955,INV-2218,TS09AB3905,970
743904051123,INV-2219,TS09AB6208,467
164279678512,INV-2220,TS09AB6707,783
570296243694,INV-2221,TS09AB2992,969
404505181679,INV-2222,TS09AB9734,955
386567268494,INV-2224,TS09AB3712,791
573419522993,INV-2226,TS09AB4992,171
560476048016,INV-2227,TS09AB9129,923
122439532342,INV-2228,TS09AB9540,469
799103731251,INV-2230,TS09AB2395,396
972083561408,INV-2231,TS09AB8990,769
999530075168,INV-2234,TS09AB4888,194
327101186649,INV-2235,TS09AB9184,841
494224194052,INV-2236,TS09AB2342,206
124123326782,INV-2240,TS09AB7454,222
386459802929,INV-2241,TS09AB4457,670
614203849921,INV-2242,TS09AB8076,93
880949554418,INV-2243,TS09AB3179,349
180819052563,INV-2244,TS09AB9546,168
952048227396,INV-2246,TS09AB6561,31
589672645413,INV-2247,TS09AB8280,533
994273013075,INV-2248,TS09AB3229,652
874835196100,INV-2251,TS09AB3858,153
308254408928,INV-2252,TS09AB5203,659
122306223210,INV-2253,TS09AB3552,986
460305838119,INV-2254,TS09AB5248,732
238030743483,INV-2255,TS09AB1199,35
958892239099,INV-2256,TS09AB8123,875
834310471837,INV-2257,TS09AB6823,68
894111348754,INV-2259,TS09AB1711,749
662901937616,INV-2260,TS09AB1327,393
146530732990,INV-2261,TS09AB1318,496
687928137136,INV-2262,TS09AB8928,779
295895787697,INV-2263,TS09AB9992,375
531916354274,INV-2264,TS09AB6183,19
153073768012,INV-2265,TS09AB6962,433
487747144880,INV-2267,TS09AB3012,704
565930785463,INV-2268,TS09AB3913,907
296457364684,INV-2269,TS09AB7439,505
569435618292,INV-2270,TS09AB3577,714
114002977806,INV-2271,TS09AB4619,356
699609948065,INV-2272,TS09AB4265,870
348713188572,INV-2275,TS09AB3121,553
601611864544,INV-2276,TS09AB9199,566
947473255184,INV-2277,TS09AB4807,396
124348649889,INV-2278,TS09AB8740,111
710152119317,INV-2279,TS09AB1422,282
402504924510,INV-2280,TS09AB7127,503
837658357153,INV-2281,TS09AB3388,564
274013178870,INV-2282,TS09AB2248,359
311546614336,INV-2283,TS09AB3921,370
866886829844,INV-2284,TS09AB8414,40
532175992222,INV-2285,TS09AB4621,397
743052718308,INV-2286,TS09AB1022,183
681119377921,INV-2287,TS09AB1011,209
243699060738,INV-2288,TS09AB9539,73
279871724427,INV-2290,TS09AB9175,572
511638719971,INV-2291,TS09AB4600,964
136787820785,INV-2292,TS09AB4947,754
766728363643,INV-2295,TS09AB1485,898
901129214538,INV-2296,TS09AB4546,965
924478512314,INV-2297,TS09AB3071,850
133796890245,INV-2298,TS09AB6326,785
614220502420,INV-2299,TS09AB8214,994
657739347804,INV-2300,TS09AB8346,15
690887222657,INV-2301,TS09AB6065,699
884839482632,INV-2302,TS09AB1798,624
973317839035,INV-2303,TS09AB6813,707
539764127301,INV-2305,TS09AB4353,577
929985039133,INV-2306,TS09AB6678,311
342686901134,INV-2307,TS09AB7954,792
439841057613,INV-2308,TS09AB2289,387
266026431026,INV-2309,TS09AB5937,338
630977083694,INV-2310,TS09AB8100,579
967495888049,INV-2311,TS09AB3930,793
715009057799,INV-2312,TS09AB5005,864
561413132931,INV-2313,TS09AB9907,932
198572964240,INV-2314,TS09AB5975,959
957563049163,INV-2315,TS09AB5415,843
785624334665,INV-2316,TS09AB2844,656
905404367391,INV-2317,TS09AB7366,221
155897927273,INV-2318,TS09AB3824,290
464530659826,INV-2319,TS09AB1550,403
486678574098,INV-2320,TS09AB2599,592
304096098687,INV-2321,TS09AB9027,179
947420950440,INV-2322,TS09AB4185,121
955900277439,INV-2323,TS09AB8515,241
188430029756,INV-2324,TS09AB3649,754
921245598496,INV-2325,TS09AB7460,948
139260889084,INV-2326,TS09AB2746,247
152390446265,INV-2327,TS09AB8918,92
391216838085,INV-2328,TS09AB5010,176
941831335809,INV-2330,TS09AB8030,432
975730559144,INV-2331,TS09AB1644,959
179686665419,INV-2332,TS09AB5913,459
838394505871,INV-2333,TS09AB9902,511
415374249886,INV-2335,TS09AB3177,121
332215698368,INV-2336,TS09AB8640,983
839092939946,INV-2337,TS09AB3052,52
943135324066,INV-2338,TS09AB2082,817
566291712421,INV-2339,TS09AB9373,952
242300868896,INV-2340,TS09AB7311,536
580866699547,INV-2341,TS09AB6715,619
140714731921,INV-2342,TS09AB6361,968
508674287582,INV-2343,TS09AB7616,52
351165847243,INV-2344,TS09AB4081,77
802655116402,INV-2345,TS09AB7428,801
880561284198,INV-2346,TS09AB9966,440
798201031895,INV-2347,TS09AB2431,661
565207020157,INV-2349,TS09AB1807,341
509072695541,INV-2350,TS09AB5834,331
739529830499,INV-2351,TS09AB8005,519
465679057507,INV-2352,TS09AB5893,897
628624208907,INV-2353,TS09AB3878,287
561545383536,INV-2354,TS09AB4691,882
324133353630,INV-2355,TS09AB5922,959
719343159333,INV-2356,TS09AB7442,877
555880505467,INV-2357,TS09AB5619,436
834681314539,INV-2359,TS09AB1280,72
861484475586,INV-2360,TS09AB3069,922
780599740051,INV-2361,TS09AB3616,163
271596234991,INV-2362,TS09AB7694,514
560572255963,INV-2363,TS09AB6410,675
283320097103,INV-2364,TS09AB2618,355
248922977620,INV-2365,TS09AB5845,683
964183516036,INV-2366,TS09AB1707,99
174651666968,INV-2367,TS09AB2376,818
161533946702,INV-2368,TS09AB3688,905
628948449801,INV-2369,TS09AB7320,16
751364790843,INV-2370,TS09AB4571,12
576461643798,INV-2372,TS09AB7427,121
635943894814,INV-2373,TS09AB8260,291
649441832536,INV-2375,TS09AB2314,21
545297123433,INV-2376,TS09AB9756,464
456878454121,INV-2377,TS09AB8225,601
123726411119,INV-2378,TS09AB2740,853
945555255629,INV-2379,TS09AB8643,786
403816920684,INV-2380,TS09AB5337,273
845443242143,INV-2381,TS09AB7171,397
861668038771,INV-2382,TS09AB6575,222
364899231921,INV-2383,TS09AB7933,248
606761903823,INV-2384,TS09AB1004,186
826990103420,INV-2385,TS09AB1805,843
869283553641,INV-2386,TS09AB1219,138
521405103793,INV-2387,TS09AB4038,867
404834097125,INV-2388,TS09AB7606,905
144004578953,INV-2389,TS09AB3661,854
691101378869,INV-2390,TS09AB3006,619
394486446361,INV-2392,TS09AB2455,921
491349846771,INV-2393,TS09AB3555,824
306024723317,INV-2395,TS09AB7662,978
509820807380,INV-2396,TS09AB8169,770
720388971033,INV-2397,TS09AB5400,551
831137419283,INV-2398,TS09AB2860,611
160654442428,INV-2399,TS09AB6642,112
555901355900,INV-2400,TS09AB7414,988
599879838861,INV-2401,TS09AB6646,226
308047006396,INV-2402,TS09AB8472,685
370334244728,INV-2403,TS09AB1022,576
481445425925,INV-2404,TS09AB6831,607
662031133529,INV-2405,TS09AB9221,674
211749209958,INV-2406,TS09AB9732,763
412017214915,INV-2407,TS09AB4831,669
505912125333,INV-2409,TS09AB7066,10
363946401864,INV-2410,TS09AB1753,313
212573441132,INV-2411,TS09AB3839,601
516437395808,INV-2412,TS09AB7175,49
679047712063,INV-2414,TS09AB9008,995
243325418870,INV-2415,TS09AB1402,710
468729506806,INV-2416,TS09AB6991,768
127193445041,INV-2417,TS09AB6837,549
207487142154,INV-2418,TS09AB3431,773
